,INDP,count_target,count_deidentified
3,6870,181,96
8,6880,20,13
6,6890,93,53
5,6970,150,71
2,6991,139,77
1,6992,62,42
0,7071,204,91
7,7072,71,31
4,7080,14,6
10,7181,2,5
9,7190,21,6
