,INDP,count_target,count_deidentified
3,8770,97,14.0
0,8780,18,3.0
13,8790,2,0.0
7,8870,18,3.0
12,8891,14,3.0
15,8970,8,0.0
5,8980,84,74.0
10,8990,30,19.0
4,9070,22,18.0
14,9080,13,4.0
8,9090,52,33.0
1,9160,118,72.0
2,9170,182,146.0
11,9180,14,7.0
9,9190,60,26.0
6,9290,89,80.0
