,INDP,count_target,count_deidentified
10,7270,73,59
3,7280,25,16
2,7290,27,20
16,7370,7,8
6,7380,81,70
7,7390,78,85
11,7460,25,17
18,7470,9,14
17,7480,4,6
15,7490,18,24
13,7570,4,4
0,7580,35,36
1,7590,7,15
12,7670,4,2
4,7680,24,23
9,7690,39,47
8,7770,11,13
5,7780,9,12
14,7790,9,6
