,INDP,count_target,count_deidentified
9,6470,6,7.0
4,6480,8,6.0
3,6570,5,3.0
5,6590,1,1.0
1,6670,9,11.0
6,6672,1,2.0
2,6680,6,4.0
0,6690,6,6.0
8,6695,2,0.0
7,6770,5,5.0
10,6780,1,1.0
