,INDP,count_target,count_deidentified
4,6470,3,1.0
5,6480,3,2.0
3,6570,5,0.0
6,6590,1,0.0
1,6670,7,2.0
2,6680,7,2.0
0,6690,3,1.0
7,6770,3,0.0
