,INDP,count_target,count_deidentified
13,7270,13,17.0
3,7280,13,4.0
2,7290,17,16.0
16,7370,2,1.0
6,7380,6,55.0
7,7390,18,55.0
15,7460,6,11.0
17,7470,2,4.0
11,7480,6,2.0
12,7490,9,2.0
0,7580,38,1.0
1,7590,9,0.0
10,7670,3,0.0
4,7680,30,2.0
9,7690,33,1.0
8,7770,20,2.0
5,7780,5,0.0
14,7790,9,0.0
