,INDP,count_target,count_deidentified
13,7270,58,36.0
3,7280,17,8.0
2,7290,50,21.0
17,7370,8,2.0
6,7380,56,23.0
7,7390,68,30.0
14,7460,24,10.0
18,7470,12,6.0
11,7480,3,4.0
12,7490,15,4.0
15,7570,4,0.0
0,7580,39,23.0
1,7590,10,2.0
10,7670,5,5.0
4,7680,38,11.0
9,7690,42,37.0
8,7770,9,0.0
5,7780,14,5.0
16,7790,4,1.0
