,INDP,count_target,count_deidentified
1,7970,33,35.0
3,7980,11,14.0
11,7990,4,0.0
9,8070,1,0.0
4,8080,9,8.0
2,8090,33,37.0
7,8170,34,34.0
5,8180,12,18.0
0,8191,137,105.0
10,8192,1,1.0
6,8270,32,28.0
8,8290,11,19.0
