,INDP,count_target,count_deidentified
9,6470,4,3
2,6480,8,4
3,6490,13,2
0,6570,18,12
5,6670,12,8
1,6672,30,10
4,6680,10,14
7,6690,3,4
6,6695,5,1
8,6770,8,4
