,INDP,count_target,count_deidentified
5,6070,39,30.0
9,6080,29,19.0
8,6090,4,0.0
4,6170,131,116.0
7,6180,92,82.0
0,6190,90,81.0
10,6270,8,3.0
11,6280,1,0.0
1,6290,69,46.0
2,6370,84,84.0
3,6380,73,65.0
6,6390,37,31.0
