,INDP,count_target,count_deidentified
6,7970,154,143.0
7,7980,69,49.0
11,7990,14,8.0
9,8070,6,0.0
8,8080,50,41.0
5,8090,169,169.0
3,8170,198,188.0
1,8180,94,89.0
0,8191,597,580.0
10,8192,13,11.0
2,8270,176,163.0
4,8290,92,94.0
