,INDP,count_target,count_deidentified
3,8770,97,74.0
0,8780,18,4.0
13,8790,2,0.0
7,8870,18,6.0
12,8891,14,0.0
15,8970,8,0.0
5,8980,84,78.0
10,8990,30,27.0
4,9070,22,14.0
14,9080,13,1.0
8,9090,52,35.0
1,9160,118,113.0
2,9170,182,167.0
11,9180,14,0.0
9,9190,60,53.0
6,9290,89,84.0
