,INDP,count_target,count_deidentified
10,7270,323,307
3,7280,144,144
2,7290,204,197
12,7370,37,46
6,7380,545,523
7,7390,374,374
15,7460,204,209
11,7470,90,57
17,7480,18,16
14,7490,87,63
16,7570,18,11
0,7580,137,123
1,7590,54,45
13,7670,34,36
4,7680,92,75
9,7690,161,153
8,7770,77,54
5,7780,42,21
18,7790,37,32
