,INDP,count_target,count_deidentified
6,7970,21,12.0
7,7980,8,4.0
10,7990,1,0.0
9,8080,3,2.0
5,8090,45,33.0
3,8170,88,78.0
1,8180,26,28.0
0,8191,143,151.0
8,8192,7,2.0
2,8270,48,48.0
4,8290,15,18.0
