,INDP,count_target,count_deidentified
13,7270,20,17.0
3,7280,14,15.0
2,7290,9,15.0
16,7370,3,3.0
6,7380,15,21.0
7,7390,18,17.0
18,7460,2,3.0
15,7470,4,6.0
11,7480,2,0.0
12,7490,8,8.0
17,7570,1,0.0
0,7580,44,55.0
1,7590,12,6.0
10,7670,2,7.0
4,7680,29,23.0
9,7690,40,52.0
8,7770,15,16.0
5,7780,7,14.0
14,7790,6,6.0
