,INDP,count_target,count_deidentified
6,7970,154,151
7,7980,69,52
11,7990,14,15
9,8070,6,4
8,8080,50,55
5,8090,169,197
3,8170,198,185
1,8180,94,100
0,8191,597,644
10,8192,13,19
2,8270,176,186
4,8290,92,126
