,INDP,count_target,count_deidentified
3,6870,181,204
8,6880,20,26
6,6890,93,95
5,6970,150,179
2,6991,139,134
1,6992,62,69
0,7071,204,210
7,7072,71,85
4,7080,14,3
10,7181,2,5
9,7190,21,19
