,INDP,count_target,count_deidentified
9,8561,28,29
3,8562,16,24
5,8563,22,26
7,8564,51,53
4,8570,74,74
10,8580,8,6
2,8590,261,240
1,8660,229,239
8,8670,29,35
0,8680,826,753
6,8690,28,32
