,INDP,count_target,count_deidentified
9,6070,1,0.0
5,6080,7,0.0
4,6170,45,13.0
6,6180,17,8.0
0,6190,19,3.0
8,6270,3,0.0
1,6290,12,4.0
2,6370,31,6.0
3,6380,23,4.0
7,6390,9,1.0
