,INDP,count_target,count_deidentified
3,6870,22,23.0
8,6880,2,4.0
5,6890,10,6.0
6,6970,22,9.0
2,6991,25,17.0
1,6992,9,7.0
0,7071,26,26.0
7,7072,15,11.0
4,7080,5,1.0
9,7181,1,0.0
