,INDP,count_target,count_deidentified
10,7270,323,213
3,7280,144,51
2,7290,204,116
12,7370,37,16
6,7380,545,627
7,7390,374,304
15,7460,204,68
11,7470,90,27
17,7480,18,20
14,7490,87,18
16,7570,18,10
0,7580,137,7
1,7590,54,4
13,7670,34,2
4,7680,92,7
9,7690,161,6
8,7770,77,9
5,7780,42,2
18,7790,37,1
