,INDP,count_target,count_deidentified
9,8561,28,5
3,8562,16,3
5,8563,22,3
7,8564,51,7
4,8570,74,9
10,8580,8,7
2,8590,261,118
1,8660,229,49
8,8670,29,11
0,8680,826,1074
6,8690,28,7
