,INDP,count_target,count_deidentified
6,7970,154,32.0
7,7980,69,10.0
11,7990,14,8.0
9,8070,6,0.0
8,8080,50,3.0
5,8090,169,41.0
3,8170,198,77.0
1,8180,94,12.0
0,8191,597,709.0
10,8192,13,8.0
2,8270,176,40.0
4,8290,92,23.0
