,INDP,count_target,count_deidentified
10,7270,32,85.0
3,7280,18,44.0
2,7290,23,53.0
14,7370,12,0.0
6,7380,115,149.0
7,7390,43,0.0
15,7460,9,0.0
11,7470,20,0.0
18,7480,2,0.0
13,7490,12,0.0
16,7570,4,0.0
0,7580,45,85.0
1,7590,14,56.0
12,7670,4,0.0
4,7680,29,71.0
9,7690,28,63.0
8,7770,9,42.0
5,7780,11,0.0
17,7790,4,0.0
