,INDP,count_target,count_deidentified
6,7970,20,13
8,7980,8,1
10,7990,2,1
7,8080,5,5
5,8090,28,34
3,8170,103,91
1,8180,25,30
0,8191,144,172
9,8192,2,10
2,8270,51,40
4,8290,17,27
