,INDP,count_target,count_deidentified
9,8561,3,5
3,8562,5,16
5,8563,4,3
4,8564,5,4
6,8570,16,18
2,8590,42,30
1,8660,35,32
8,8670,2,1
0,8680,142,122
7,8690,2,1
