,INDP,count_target,count_deidentified
10,4070,2,0.0
15,4080,1,0.0
12,4090,2,2.0
4,4170,3,2.0
1,4195,4,0.0
7,4270,5,2.0
2,4280,1,0.0
11,4290,2,0.0
8,4380,3,0.0
9,4390,1,0.0
0,4470,6,2.0
14,4480,1,3.0
16,4490,1,0.0
3,4560,3,0.0
13,4580,4,0.0
6,4585,1,0.0
5,4590,4,0.0
