,INDP,count_target,count_deidentified
9,8561,28,26
3,8562,16,15
5,8563,22,25
7,8564,51,51
4,8570,74,74
10,8580,8,9
2,8590,261,260
1,8660,229,228
8,8670,29,30
0,8680,826,826
6,8690,28,27
