,INDP,count_target,count_deidentified
10,7270,323,324
3,7280,144,143
2,7290,204,202
12,7370,37,37
6,7380,545,546
7,7390,374,377
15,7460,204,202
11,7470,90,91
17,7480,18,16
14,7490,87,88
16,7570,18,18
0,7580,137,137
1,7590,54,56
13,7670,34,32
4,7680,92,93
9,7690,161,162
8,7770,77,79
5,7780,42,40
18,7790,37,37
