,INDP,count_target,count_deidentified
6,7970,154,170
7,7980,69,70
11,7990,14,14
9,8070,6,3
8,8080,50,35
5,8090,169,163
3,8170,198,191
1,8180,94,83
0,8191,597,655
10,8192,13,6
2,8270,176,195
4,8290,92,94
