,INDP,count_target,count_deidentified
9,8561,28,20
3,8562,16,10
5,8563,22,18
7,8564,51,55
4,8570,74,55
10,8580,8,4
2,8590,261,260
1,8660,229,243
8,8670,29,9
0,8680,826,885
6,8690,28,16
