,INDP,count_target,count_deidentified
6,7970,21,0.0
7,7980,8,36.0
10,7990,1,16.0
9,8070,1,0.0
8,8080,5,57.0
5,8090,35,73.0
3,8170,83,0.0
1,8180,23,0.0
0,8191,123,0.0
2,8270,33,0.0
4,8290,11,92.0
