,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.4090909090909091,0.05861994375946361,-0.07770114942528736,0.16666666666666666,0.04146819837489493,-0.1103448275862069,0.05582922824302135,0.023510971786833854,0.0,0.0
1,0.0,0.0,0.0,0.09090909090909091,-0.017088470690028112,-0.006436781609195419,0.13333333333333333,0.030680862986831037,0.044444444444444446,-0.07142857142857142,-0.010971786833855801,0.0,0.0
2,0.0,0.0,0.0,0.09090909090909091,0.03871944624702575,-0.06942528735632185,0.2,0.05603810591202017,-0.014559386973180072,-0.08456486042692939,0.012539184952978052,0.0,0.0
3,0.0,0.0,0.0,0.13636363636363635,-0.017953709712308016,0.039080459770114956,0.1,0.008265620622022976,-0.08122605363984674,0.00574712643678163,0.06896551724137931,0.0,0.0
4,0.0,0.0,0.0,0.22727272727272727,-0.0012978585334198559,0.02390804597701149,0.2,-0.04034743625665453,0.13333333333333333,-0.015599343185550077,0.05799373040752351,0.0,0.0
5,0.0,0.0,0.0,0.0,-0.045208738914125024,0.04551724137931035,0.03333333333333333,-0.04118800784533483,-0.01685823754789273,-0.06075533661740558,0.034482758620689655,0.0,0.0
6,0.0,0.0,0.0,0.045454545454545456,-0.014925373134328358,0.03218390804597701,0.03333333333333333,0.008685906416363132,0.01762452107279694,-0.02873563218390804,-0.1238244514106583,0.0,0.0
7,0.0,0.0,0.0,0.0,-0.014925373134328358,0.018850574712643682,0.1,-0.026197814513869426,0.01762452107279694,0.1116584564860427,-0.1347962382445141,0.0,0.0
8,0.0,0.0,0.0,0.0,0.014492753623188406,-0.022988505747126436,0.0,-0.0486130568786775,0.022222222222222223,0.12479474548440067,0.023510971786833854,0.0,0.0
9,0.0,0.0,0.0,0.0,-0.00043261951113995195,0.017011494252873564,0.03333333333333333,0.011207621182404034,-0.012260536398467432,-0.03694581280788177,0.04858934169278997,0.0,0.0
