,INDP,count_target,count_deidentified
9,8561,28,20
3,8562,16,19
5,8563,22,20
7,8564,51,36
4,8570,74,75
10,8580,8,9
2,8590,261,271
1,8660,229,232
8,8670,29,33
0,8680,826,878
6,8690,28,41
