,INDP,count_target,count_deidentified
6,7970,154,150
7,7980,69,76
11,7990,14,10
9,8070,6,8
8,8080,50,34
5,8090,169,167
3,8170,198,184
1,8180,94,100
0,8191,597,592
10,8192,13,17
2,8270,176,185
4,8290,92,86
