,INDP,count_target,count_deidentified
3,6870,181,178
8,6880,20,18
6,6890,93,99
5,6970,150,138
2,6991,139,124
1,6992,62,64
0,7071,204,192
7,7072,71,67
4,7080,14,8
10,7181,2,2
9,7190,21,20
