,INDP,count_target,count_deidentified
8,6070,11,8
5,6080,4,1
4,6170,20,3
6,6180,51,29
0,6190,32,13
9,6280,1,2
1,6290,18,5
2,6370,28,6
3,6380,24,6
7,6390,9,3
