,INDP,count_target,count_deidentified
4,8561,6,2.0
3,8562,5,0.0
7,8563,7,1.0
9,8564,8,8.0
6,8570,17,9.0
5,8580,1,0.0
2,8590,30,16.0
1,8660,36,20.0
10,8670,2,0.0
0,8680,141,86.0
8,8690,3,4.0
