,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,-0.014814814814814836,-0.023532522474881024,-0.010000000000000009,0.0,0.13298872180451127,0.0,0.044741060078483386,-0.021944407500997472,-0.0134575569358178,0.02227912932138284
1,0.0,0.0,0.0,-0.002962962962962966,-0.014278159703860385,-0.016666666666666677,0.0,-0.028195488721804524,0.05,0.0017133698115293153,-0.0002659928181939081,-0.06107660455486542,0.00909090909090909
2,0.0,0.0,0.0,-0.0977777777777778,-0.031200423056583812,0.0,0.0,-0.04182330827067668,0.05,-0.022826507489084186,-0.03650751429711398,-0.023809523809523808,0.00909090909090909
3,0.0,0.0,0.0,0.0222222222222222,0.04970914859862506,0.13666666666666666,0.0,-0.08599624060150375,0.15,0.016000663239927045,0.020281952387285543,0.028985507246376812,0.01818181818181818
4,0.0,0.0,0.0,-0.00888888888888889,0.0010576414595452194,-0.04666666666666667,0.0,-0.05169172932330827,0.2,0.03852318576244956,0.011437691182338075,-0.009316770186335402,-0.025864276568501918
5,0.0,0.0,0.0,0.1111111111111111,-0.015071390798519296,-0.06666666666666668,0.0,0.0587406015037594,0.15,0.009478803957331562,-0.004521877909296451,0.005175983436853004,0.02227912932138284
6,0.0,0.0,0.0,-0.045925925925925926,0.01639344262295082,-0.016666666666666677,0.0,-0.039003759398496235,0.2,-0.012573923616868404,0.023141375182870065,0.043478260869565216,-0.019974391805377724
7,0.0,0.0,0.0,0.037037037037037035,0.03305129561078794,0.013333333333333332,0.0,0.018327067669172935,0.1,-0.0015475598297684245,0.016026067296183,0.039337474120082816,-0.09218950064020487
8,0.0,0.0,0.0,0.0,-0.016129032258064516,-0.023333333333333334,0.0,0.05827067669172932,0.05,0.007931244127563145,-0.005918340204814465,0.08281573498964803,0.052752880921895
9,0.0,0.0,0.0,0.0,0.0,0.030000000000000002,0.0,-0.021616541353383457,0.05,-0.08144033604156303,-0.0017289533182603956,-0.09213250517598348,0.004353393085787416
