,0,1,2,3,4,5,6,7,8,9,10,11,12
0,0.0,0.0,0.0,0.4090909090909091,0.16781083142639214,0.01275362318840581,0.16666666666666666,0.053303148796048555,0.009523809523809545,-0.047495120364346124,0.04674329501915708,0.0,0.0
1,0.0,0.0,0.0,0.09090909090909091,-0.08543096872616322,0.004057971014492748,0.13333333333333333,0.00956987034369211,-0.0031746031746031703,-0.03773584905660377,-0.07662835249042145,0.0,0.0
2,0.0,0.0,0.0,0.09090909090909091,0.11517925247902366,-0.035942028985507246,0.2,-0.060712080675036015,-0.10158730158730157,-0.07872478854912167,0.05900383141762452,0.0,0.0
3,0.0,0.0,0.0,0.13636363636363635,-0.0038138825324179892,0.026086956521739146,0.1,0.025005145091582637,-0.12063492063492062,0.1535458685751464,0.024521072796934863,0.0,0.0
4,0.0,0.0,0.0,0.22727272727272727,-0.06178489702517162,0.01391304347826089,0.2,0.001234821979831241,-0.057142857142857134,0.009108653220559523,-0.029885057471264367,0.0,0.0
5,0.0,0.0,0.0,0.0,-0.07322654462242563,-0.06492753623188406,0.03333333333333333,0.024490635933319613,0.15555555555555556,0.015614834092387769,-0.009961685823754791,0.0,0.0
6,0.0,0.0,0.0,0.045454545454545456,-0.03508771929824561,-0.005797101449275366,0.03333333333333333,-0.013171434451533237,0.10793650793650794,0.005855562784645413,0.05900383141762452,0.0,0.0
7,0.0,0.0,0.0,0.0,-0.017543859649122806,0.03884057971014493,0.1,-0.0038073677711463264,0.060317460317460325,0.03708523096942096,-0.1731800766283525,0.0,0.0
8,0.0,0.0,0.0,0.0,0.014492753623188406,-0.014492753623188406,0.0,-0.041469438155999176,-0.073015873015873,0.002602472348731316,-0.06436781609195402,0.0,0.0
9,0.0,0.0,0.0,0.0,-0.020594965675057204,0.025507246376811593,0.03333333333333333,0.005556698909240584,0.022222222222222223,-0.059856864020819786,0.16475095785440613,0.0,0.0
