,INDP,count_target,count_deidentified
9,6470,1,5
5,6480,11,13
6,6490,13,14
3,6570,19,21
10,6590,1,1
1,6670,12,12
4,6672,31,31
2,6680,9,6
0,6690,4,5
7,6695,5,7
8,6770,7,4
