,INDP,count_target,count_deidentified
3,8770,5,4.0
0,8780,3,7.0
7,8870,1,3.0
12,8891,3,3.0
5,8980,17,10.0
9,8990,3,0.0
4,9070,9,5.0
13,9080,2,2.0
8,9090,14,25.0
1,9160,22,12.0
2,9170,22,27.0
11,9180,3,3.0
10,9190,5,5.0
6,9290,17,25.0
