,INDP,count_target,count_deidentified
6,6070,5,7
8,6080,1,3
7,6090,1,2
4,6170,11,21
9,6180,40,29
0,6190,34,42
1,6290,11,14
2,6370,18,13
3,6380,15,22
5,6390,5,8
