,INDP,count_target,count_deidentified
6,4670,12,14.0
0,4690,6,6.0
2,4770,7,7.0
16,4780,1,1.0
17,4795,9,8.0
10,4870,6,13.0
8,4880,3,2.0
29,4890,1,3.0
7,4971,31,24.0
25,4980,9,21.0
5,5070,15,17.0
24,5080,9,12.0
28,5090,1,2.0
4,5170,39,41.0
26,5180,2,1.0
23,5190,5,3.0
18,5275,5,6.0
19,5280,1,3.0
22,5295,3,4.0
14,5370,3,4.0
12,5381,12,17.0
3,5391,25,16.0
27,5470,3,6.0
20,5480,2,8.0
13,5490,3,4.0
1,5570,6,3.0
15,5580,5,7.0
21,5593,12,6.0
9,5690,1,0.0
11,5790,9,13.0
