,INDP,count_target,count_deidentified
10,7270,323,156
3,7280,144,63
2,7290,204,74
12,7370,37,16
6,7380,545,188
7,7390,374,148
15,7460,204,100
11,7470,90,44
17,7480,18,17
14,7490,87,50
16,7570,18,7
0,7580,137,55
1,7590,54,34
13,7670,34,19
4,7680,92,25
9,7690,161,96
8,7770,77,6
5,7780,42,8
18,7790,37,11
