,INDP,count_target,count_deidentified
5,6070,39,39.0
9,6080,29,33.0
8,6090,4,0.0
4,6170,131,129.0
7,6180,92,93.0
0,6190,90,90.0
10,6270,8,9.0
11,6280,1,0.0
1,6290,69,71.0
2,6370,84,83.0
3,6380,73,75.0
6,6390,37,37.0
