,INDP,count_target,count_deidentified
10,6470,35,45
7,6480,37,33
8,6490,36,33
3,6570,65,65
11,6590,1,1
1,6670,51,52
4,6672,55,55
2,6680,55,52
0,6690,24,30
5,6695,13,14
6,6770,38,39
9,6780,4,3
